"","x"
"220",0
"221",0
"222",0
"223",NA
"224",0
"225",0
"226",0
"227",NA
"228",NA
"229",0
"230",NA
"231",0
"232",NA
"233",0
"234",NA
"235",NA
"236",0
"237",0
"238",0
"239",NA
"240",NA
"241",NA
"242",0
"243",NA
"244",0
"245",0
"246",0
"247",0
"248",0
"249",0
"250",0
"251",NA
"252",0
"253",0
"254",NA
"255",NA
"256",0
"257",NA
"258",0
"259",0
"260",NA
"261",0
"262",0
"263",0
"264",NA
"265",0
"266",0
"267",NA
"268",NA
"269",NA
"270",NA
"271",0
"272",NA
"273",NA
"274",NA
"275",1
"276",0
"277",0
"278",NA
"279",NA
"280",0
"281",NA
"282",NA
"283",0
"284",NA
"285",0
"286",1
"287",NA
"288",0
"289",NA
"290",0
"291",1
"292",0
"293",0
"294",0
"295",0
"296",NA
"297",NA
"298",NA
"299",NA
"300",NA
"301",0
"302",NA
"303",0
"304",0
"305",NA
"306",NA
"307",NA
"308",0
"309",0
"310",NA
"311",0
"312",0
"313",NA
"314",1
"315",0
"316",NA
"317",NA
"318",0
"319",NA
"320",NA
"321",1
"322",0
"323",0
"324",0
"325",NA
"326",0
"327",0
"328",0
"329",0
"330",0
"331",NA
"332",0
"333",0
"334",0
"335",0
"336",0
"337",0
"338",0
"339",NA
"340",0
"341",NA
"342",0
"343",0
"344",NA
"345",0
"346",NA
"347",0
"348",0
"349",0
"350",NA
"351",NA
"352",0
"353",NA
"354",0
"355",0
"356",0
"357",NA
"358",NA
"359",0
"360",NA
"361",1
"362",NA
"363",0
"364",0
"365",0
"366",0
"367",1
"368",NA
"369",0
"370",NA
"371",NA
"372",0
"373",0
"374",0
"375",0
"376",NA
"377",0
"378",0
"379",NA
"380",0
"381",0
"382",NA
"383",NA
"384",NA
"385",0
"386",NA
"387",0
"388",0
"389",NA
"390",NA
"391",0
"392",1
"393",0
"394",NA
"395",NA
"396",NA
"397",NA
"398",0
"399",NA
"400",NA
"401",NA
"402",0
"403",0
"404",NA
"405",0
"406",0
"407",0
"408",NA
"409",0
"410",NA
"411",NA
"412",0
"413",0
"414",NA
"415",0
"416",0
"417",NA
"418",0
"419",NA
"420",0
"421",0
"422",NA
"423",0
"424",0
"425",0
"426",0
"427",0
"428",NA
"429",NA
"430",0
"431",0
"432",0
"433",NA
"434",0
"435",NA
"436",0
"437",NA
"438",0
"439",0
"440",NA
"441",0
"442",0
"443",0
"444",NA
"445",0
"446",0
"447",NA
"448",1
"449",0
"450",NA
"451",NA
"452",0
"453",1
"454",0
"455",NA
"456",NA
"457",1
"458",NA
"459",0
"460",NA
"461",0
"462",NA
"463",0
"464",NA
"465",NA
"466",0
"467",0
"468",0
"469",0
"470",0
"471",NA
"472",NA
"473",0
"474",NA
"475",0
"476",NA
"477",0
"478",0
"479",NA
"480",NA
"481",NA
"482",NA
"483",0
"484",NA
"485",0
"486",NA
"487",0
"488",NA
"489",0
"490",0
"491",0
"492",0
"493",1
"494",NA
"495",NA
"496",NA
"497",0
"498",NA
"499",NA
"500",NA
"501",0
"502",1
"503",0
"504",NA
"505",NA
"506",0
"507",0
"508",NA
"509",NA
"510",NA
"511",NA
"512",NA
"513",NA
"514",0
"515",NA
"516",0
"517",0
"518",NA
"519",0
"520",NA
"521",0
"522",0
"523",0
"524",0
"525",0
"526",0
"527",NA
"528",NA
"529",0
"530",NA
"531",NA
"532",NA
"533",0
"534",0
"535",0
"536",1
"537",0
"538",0
"539",NA
"540",NA
"541",0
"542",NA
"543",0
"544",0
"545",0
"546",0
"547",0
"548",0
"549",0
"550",0
"551",NA
"552",0
"553",NA
"554",0
"555",0
"556",NA
"557",0
"558",0
"559",NA
"560",0
"561",0
"562",0
"563",NA
"564",0
"565",NA
"566",NA
"567",0
"568",NA
"569",0
"570",0
"571",0
"572",NA
"573",NA
"574",NA
"575",0
"576",NA
"577",0
"578",0
"579",0
"580",0
"581",NA
"582",0
"583",0
"584",0
"585",0
"586",0
"587",NA
"588",0
"589",0
"590",1
"591",0
"592",0
"593",NA
"594",NA
"595",0
"596",NA
"597",0
"598",NA
"599",0
"600",0
"601",NA
"602",0
"603",0
"604",0
"605",NA
"606",NA
"607",0
"608",NA
"609",NA
"610",0
"611",NA
"612",NA
"613",0
"614",1
"615",0
"616",0
"617",0
"618",NA
"619",NA
"620",1
"621",NA
"622",0
"623",NA
"624",0
"625",0
"626",0
"627",0
"628",0
"629",0
"630",0
"631",0
"632",0
"633",0
"634",0
"635",0
"636",0
"637",0
"638",0
"639",1
"640",0
"641",0
"642",0
"643",0
"644",0
"645",0
"646",0
"647",0
"648",0
"649",0
"650",0
"651",0
"652",1
"653",0
"654",0
"655",0
"656",0
"657",0
"658",1
"659",0
"660",0
"661",0
"662",0
"663",0
"664",0
"665",0
"666",0
"667",0
"668",0
"669",NA
"670",0
"671",0
"672",0
"673",0
"674",0
"675",0
"676",NA
"677",NA
"678",0
"679",NA
"680",0
"681",0
"682",0
"683",0
"684",0
"685",0
"686",0
"687",NA
"688",NA
"689",1
"690",0
"691",0
"692",0
"693",0
"694",0
"695",0
"696",1
"697",0
"698",NA
"699",0
"700",0
"701",0
"702",0
"703",0
"704",0
"705",0
"706",0
"707",0
"708",0
"709",0
"710",0
"711",NA
"712",1
"713",0
"714",1
"715",NA
"716",0
"717",0
"718",0
"719",0
"720",0
"721",0
"722",0
"723",1
"724",NA
"725",0
"726",1
"727",0
"728",0
"729",0
"730",0
"731",1
"732",0
"733",0
"734",0
"735",0
"736",0
"737",0
"738",NA
"739",NA
"740",NA
"741",0
"742",0
"743",NA
"744",NA
"745",NA
"746",0
"747",0
"748",0
"749",0
"750",NA
"751",0
"752",NA
"753",0
"754",0
"755",NA
"756",NA
"757",0
"758",0
"759",1
"760",NA
"761",0
"762",1
"763",1
"764",0
"765",NA
"766",0
"767",0
"768",0
"769",0
"770",0
"771",0
"772",0
"773",0
"774",0
"775",0
"776",0
"777",0
"778",0
"779",0
"780",0
"781",1
"782",1
"783",0
"784",NA
"785",NA
"786",0
"787",0
"788",NA
"789",0
"790",0
"791",0
"792",NA
"793",0
"794",0
"795",0
"796",0
"797",0
"798",0
"799",0
"800",0
"801",NA
"802",0
"803",0
"804",1
"805",0
"806",0
"807",0
"808",0
"809",0
"810",1
"811",NA
"812",0
"813",0
"814",NA
"815",0
"816",0
"817",0
"818",0
"819",0
"820",0
"821",NA
"822",1
"823",0
"824",NA
"825",NA
"826",0
"827",NA
"828",0
"829",0
"830",0
"831",0
"832",NA
"833",1
"834",0
"835",1
"836",0
"837",0
"838",0
"839",0
"840",0
"841",0
"842",0
"843",0
"844",0
"845",1
"846",0
"847",1
"848",0
"849",0
"850",0
"851",NA
"852",0
"853",NA
"854",0
"855",0
"856",0
"857",0
"858",NA
"859",NA
"860",0
"861",0
"862",NA
"863",0
"864",0
"865",0
"866",0
"867",0
"868",0
"869",0
"870",0
"871",0
"872",0
"873",0
"874",0
"875",0
"876",0
"877",0
"878",0
"879",0
"880",0
"881",0
"882",1
"883",0
"884",0
"885",0
"886",0
"887",0
"888",0
"889",0
"890",0
"891",0
"892",0
"893",0
"894",0
"895",0
"896",0
"897",0
"898",0
"899",0
"900",0
"901",0
"902",0
"903",0
"904",0
"905",NA
"906",0
"907",0
"908",0
"909",1
"910",0
"911",0
"912",1
"913",1
"914",0
"915",0
"916",0
"917",0
"918",0
"919",0
"920",1
"921",0
"922",0
"923",0
"924",0
"925",0
"926",0
"927",0
"928",NA
"929",0
"930",0
"931",0
"932",0
"933",0
"934",0
"935",0
"936",0
"937",0
"938",0
"939",0
"940",0
"941",1
"942",0
"943",0
"944",0
"945",NA
"946",0
"947",0
"948",0
"949",0
"950",0
"951",0
"952",0
"953",0
"954",0
"955",0
"956",0
"957",1
"958",0
"959",0
"960",0
"961",0
"962",0
"963",0
"964",0
"965",0
"966",NA
"967",0
"968",NA
"969",0
"970",0
"971",0
"972",0
"973",0
"974",1
"975",0
"976",0
"977",0
"978",NA
"979",0
"980",0
"981",0
"982",0
"983",1
"984",1
"985",0
"986",0
"987",0
"988",0
"989",0
"990",0
"991",0
"992",0
"993",0
"994",0
"995",0
"996",0
"997",0
"998",0
"999",0
"1000",0
"1001",0
"1002",NA
"1003",0
"1004",0
"1005",0
"1006",1
"1007",0
"1008",1
"1009",0
"1010",1
"1011",0
"1012",0
"1013",0
"1014",1
"1015",0
"1016",0
"1017",0
"1018",0
"1019",0
"1020",0
"1021",0
"1022",NA
"1023",0
"1024",0
"1025",0
"1026",0
"1027",0
"1028",0
"1029",0
"1030",0
"1031",0
"1032",0
"1033",0
"1034",0
"1035",0
"1036",0
"1037",0
"1038",0
"1039",0
"1040",0
"1041",0
"1042",0
"1043",0
"1044",0
"1045",0
"1046",0
"1047",1
"1048",0
"1049",0
"1050",0
"1051",0
"1052",NA
"1053",0
"1054",1
"1055",0
"1056",0
"1057",0
"1058",0
"1059",0
"1060",NA
"1061",NA
"1062",NA
"1063",NA
"1064",0
"1065",0
"1066",1
"1067",0
"1068",0
"1069",0
"1070",0
"1071",0
"1072",1
"1073",1
"1074",0
"1075",0
"1076",0
"1077",0
"1078",0
"1079",0
"1080",0
"1081",0
"1082",0
"1083",1
"1084",0
"1085",0
"1086",0
"1087",0
"1088",0
"1089",0
"1090",0
"1091",0
"1092",0
"1093",0
"1094",0
"1095",1
"1096",1
"1097",0
"1098",0
"1099",0
"1100",0
"1101",0
"1102",0
"1103",0
"1104",1
"1105",1
"1106",1
"1107",1
"1108",0
"1109",0
"1110",NA
"1111",0
"1112",0
"1113",NA
"1114",0
"1115",0
"1116",0
"1117",0
"1118",1
"1119",0
"1120",0
"1121",0
"1122",0
"1123",0
"1124",0
"1125",0
"1126",NA
"1127",NA
"1128",0
"1129",0
"1130",0
"1131",0
"1132",0
"1133",0
"1134",0
"1135",0
"1136",0
"1137",0
"1138",NA
"1139",0
"1140",0
"1141",0
"1142",0
"1143",0
"1144",NA
"1145",0
"1146",0
"1147",0
"1148",0
"1149",0
"1150",1
"1151",0
"1152",0
"1153",0
"1154",NA
"1155",0
"1156",0
"1157",NA
"1158",0
"1159",1
"1160",NA
"1161",0
"1162",0
"1163",0
"1164",0
"1165",1
"1166",NA
"1167",0
"1168",0
"1169",1
"1170",1
"1171",1
"1172",NA
"1173",1
"1174",NA
"1175",0
"1176",0
"1177",NA
"1178",0
"1179",0
"1180",NA
"1181",0
"1182",NA
"1183",0
"1184",0
"1185",0
"1186",0
"1187",0
"1188",0
"1189",NA
"1190",NA
"1191",0
"1192",0
"1193",0
"1194",NA
"1195",NA
"1196",NA
"1197",NA
"1198",NA
"1199",0
"1200",NA
"1201",0
"1202",NA
"1203",NA
"1204",NA
"1205",NA
"1206",0
"1207",0
"1208",NA
"1209",0
"1210",NA
"1211",0
"1212",0
"1213",0
"1214",NA
"1215",0
"1216",0
"1217",NA
"1218",0
"1219",NA
"1220",0
"1221",0
"1222",1
"1223",NA
"1224",0
"1225",0
"1226",NA
"1227",0
"1228",0
"1229",0
"1230",NA
"1231",0
"1232",0
"1233",NA
"1234",NA
"1235",0
"1236",0
"1237",0
"1238",NA
"1239",0
"1240",0
"1241",NA
"1242",0
"1243",0
"1244",0
"1245",0
"1246",NA
"1247",NA
"1248",0
"1249",NA
"1250",0
"1251",0
"1252",NA
"1253",NA
"1254",1
"1255",NA
"1256",NA
"1257",0
"1258",NA
"1259",NA
"1260",NA
"1261",0
"1262",NA
"1263",NA
"1264",1
"1265",0
"1266",0
"1267",NA
"1268",NA
"1269",NA
"1270",0
"1271",NA
"1272",0
"1273",NA
"1274",NA
"1275",0
"1276",NA
"1277",1
"1278",NA
"1279",NA
"1280",NA
"1281",0
"1282",1
"1283",0
"1284",0
"1285",0
"1286",0
"1287",0
"1288",0
"1289",NA
"1290",NA
"1291",1
"1292",0
"1293",NA
"1294",NA
"1295",0
"1296",NA
"1297",0
"1298",NA
"1299",0
"1300",0
"1301",NA
"1302",0
"1303",0
"1304",1
"1305",NA
"1306",NA
"1307",0
"1308",0
"1309",NA
"1310",0
"1311",0
"1312",0
"1313",0
"1314",0
"1315",0
"1316",NA
"1317",0
"1318",0
"1319",0
"1320",NA
"1321",NA
"1322",NA
"1323",0
"1324",NA
"1325",0
"1326",0
"1327",0
"1328",0
"1329",NA
"1330",NA
"1331",0
"1332",0
"1333",NA
"1334",0
"1335",0
"1336",0
"1337",NA
"1338",NA
"1339",NA
"1340",0
"1341",NA
"1342",NA
"1343",1
"1344",0
"1345",0
"1346",NA
"1347",0
"1348",NA
"1349",0
"1350",NA
"1351",0
"1352",0
"1353",NA
"1354",NA
"1355",NA
"1356",NA
"1357",NA
"1358",0
"1359",NA
"1360",0
"1361",0
"1362",NA
"1363",0
"1364",0
"1365",0
"1366",0
"1367",0
"1368",NA
"1369",NA
"1370",0
"1371",NA
"1372",NA
"1373",0
"1374",NA
"1375",0
"1376",0
"1377",NA
"1378",0
"1379",NA
"1380",0
"1381",0
"1382",0
"1383",NA
"1384",0
"1385",NA
"1386",NA
"1387",0
"1388",0
"1389",0
"1390",0
"1391",0
"1392",0
"1393",0
"1394",0
"1395",0
"1396",NA
"1397",0
"1398",0
"1399",0
"1400",0
"1401",0
"1402",NA
"1403",0
"1404",0
"1405",0
"1406",0
"1407",NA
"1408",NA
"1409",0
"1410",0
"1411",NA
"1412",NA
"1413",0
"1414",1
"1415",0
"1416",0
"1417",0
"1418",NA
"1419",NA
"1420",0
"1421",NA
"1422",0
"1423",NA
"1424",NA
"1425",0
"1426",NA
"1427",NA
"1428",NA
"1429",0
"1430",NA
"1431",0
"1432",0
"1433",NA
"1434",0
"1435",NA
"1436",0
"1437",NA
"1438",0
"1439",NA
"1440",0
"1441",NA
"1442",NA
"1443",0
"1444",0
"1445",0
"1446",NA
"1447",NA
"1448",0
"1449",0
"1450",0
"1451",NA
"1452",0
"1453",NA
"1454",0
"1455",0
"1456",NA
"1457",0
"1458",0
"1459",NA
"1460",1
"1461",0
"1462",NA
"1463",0
"1464",1
"1465",0
"1466",0
"1467",NA
"1468",NA
"1469",0
"1470",NA
"1471",NA
"1472",0
"1473",NA
"1474",0
"1475",0
"1476",NA
"1477",0
"1478",NA
"1479",NA
"1480",0
"1481",0
"1482",0
"1483",1
"1484",0
"1485",0
"1486",0
"1487",1
"1488",NA
"1489",0
"1490",0
"1491",NA
"1492",NA
"1493",0
"1494",0
"1495",NA
"1496",NA
"1497",1
"1498",NA
"1499",NA
"1500",NA
"1501",0
"1502",0
"1503",0
"1504",0
"1505",0
"1506",NA
"1507",NA
"1508",NA
"1509",0
"1510",NA
"1511",0
"1512",NA
"1513",NA
"1514",NA
"1515",0
"1516",NA
"1517",1
"1518",0
"1519",NA
"1520",0
"1521",0
"1522",NA
"1523",0
"1524",1
"1525",0
"1526",0
"1527",NA
"1528",0
"1529",NA
"1530",0
"1531",0
"1532",NA
"1533",NA
"1534",0
"1535",0
"1536",NA
"1537",NA
"1538",NA
"1539",NA
"1540",0
"1541",0
"1542",0
"1543",NA
"1544",0
"1545",NA
"1546",0
"1547",NA
"1548",0
"1549",NA
"1550",0
"1551",NA
"1552",NA
"1553",0
"1554",NA
"1555",0
"1556",0
"1557",0
"1558",NA
"1559",0
"1560",0
"1561",0
"1562",0
"1563",0
"1564",0
"1565",0
"1566",0
"1567",0
"1568",NA
"1569",NA
"1570",0
"1571",NA
"1572",0
"1573",0
"1574",0
"1575",0
"1576",0
"1577",0
"1578",NA
"1579",NA
"1580",0
"1581",0
"1582",0
"1583",0
"1584",0
"1585",1
"1586",0
"1587",NA
"1588",NA
"1589",NA
"1590",0
"1591",NA
"1592",0
"1593",NA
"1594",0
"1595",0
"1596",0
"1597",NA
"1598",0
"1599",0
"1600",0
"1601",0
"1602",NA
"1603",1
"1604",NA
"1605",0
"1606",NA
"1607",1
"1608",NA
"1609",0
"1610",NA
"1611",NA
"1612",0
"1613",0
"1614",1
"1615",0
"1616",0
"1617",0
"1618",0
"1619",NA
"1620",NA
"1621",0
"1622",NA
"1623",0
"1624",0
"1625",0
"1626",0
"1627",0
"1628",0
"1629",0
"1630",1
"1631",NA
"1632",0
"1633",0
"1634",0
"1635",0
"1636",0
"1637",NA
"1638",0
"1639",0
"1640",0
"1641",0
"1642",0
"1643",NA
"1644",0
"1645",0
"1646",0
"1647",0
"1648",0
"1649",0
"1650",0
"1651",NA
"1652",0
"1653",1
"1654",0
"1655",0
"1656",NA
"1657",NA
"1658",NA
"1659",0
"1660",0
"1661",NA
"1662",NA
"1663",0
"1664",0
"1665",0
"1666",NA
"1667",0
"1668",NA
"1669",NA
"1670",NA
"1671",NA
"1672",NA
"1673",0
"1674",NA
"1675",0
"1676",0
"1677",0
"1678",0
"1679",NA
"1680",NA
"1681",0
"1682",0
"1683",0
"1684",NA
"1685",0
"1686",0
"1687",0
"1688",NA
"1689",NA
"1690",NA
"1691",0
"1692",NA
"1693",0
"1694",NA
"1695",0
"1696",0
"1697",0
"1698",NA
"1699",0
"1700",NA
"1701",0
"1702",0
"1703",1
"1704",0
"1705",0
"1706",0
"1707",0
"1708",NA
"1709",NA
"1710",0
"1711",NA
"1712",NA
"1713",NA
"1714",0
"1715",0
"1716",NA
"1717",NA
"1718",0
"1719",1
"1720",0
"1721",NA
"1722",NA
"1723",NA
"1724",NA
"1725",NA
"1726",NA
"1727",NA
"1728",0
"1729",0
"1730",NA
"1731",0
"1732",NA
"1733",0
"1734",0
"1735",0
"1736",0
"1737",0
"1738",0
"1739",0
"1740",0
"1741",0
"1742",0
"1743",0
"1744",1
"1745",NA
"1746",0
"1747",0
"1748",0
"1749",NA
"1750",1
"1751",0
"1752",NA
"1753",0
"1754",0
"1755",0
"1756",NA
"1757",0
"1758",NA
"1759",0
"1760",NA
"1761",0
"1762",NA
"1763",1
"1764",NA
"1765",NA
"1766",0
"1767",0
"1768",0
"1769",NA
"1770",NA
"1771",0
"1772",0
"1773",NA
"1774",NA
"1775",NA
"1776",0
"1777",0
"1778",NA
"1779",0
"1780",0
"1781",0
"1782",0
"1783",0
"1784",NA
"1785",NA
"1786",NA
"1787",0
"1788",NA
"1789",NA
"1790",0
"1791",1
"1792",0
"1793",0
"1794",0
"1795",NA
"1796",0
"1797",0
"1798",1
"1799",0
"1800",0
"1801",0
"1802",0
"1803",0
"1804",0
"1805",NA
"1806",0
"1807",0
"1808",0
"1809",1
"1810",0
"1811",0
"1812",0
"1813",1
"1814",0
"1815",0
"1816",0
"1817",0
"1818",0
"1819",0
"1820",1
"1821",0
"1822",0
"1823",0
"1824",0
"1825",0
"1826",0
"1827",0
"1828",0
"1829",0
"1830",0
"1831",0
"1832",1
"1833",0
"1834",0
"1835",0
"1836",NA
"1837",0
"1838",NA
"1839",NA
"1840",0
"1841",0
"1842",NA
"1843",NA
"1844",1
"1845",NA
"1846",0
"1847",0
"1848",NA
"1849",0
"1850",0
"1851",0
"1852",0
"1853",0
"1854",0
"1855",0
"1856",0
"1857",1
"1858",0
"1859",NA
"1860",0
"1861",0
"1862",0
"1863",NA
"1864",0
"1865",0
"1866",0
"1867",NA
"1868",NA
"1869",0
"1870",0
"1871",0
"1872",0
"1873",0
"1874",0
"1875",0
"1876",1
"1877",0
"1878",0
"1879",NA
"1880",0
"1881",NA
"1882",NA
"1883",NA
"1884",0
"1885",0
"1886",0
"1887",0
"1888",0
"1889",1
"1890",0
"1891",0
"1892",0
"1893",0
"1894",0
"1895",NA
"1896",0
"1897",0
"1898",0
"1899",0
"1900",1
"1901",0
"1902",NA
"1903",0
"1904",0
"1905",0
"1906",0
"1907",0
"1908",0
"1909",0
"1910",0
"1911",0
"1912",NA
"1913",0
"1914",NA
"1915",0
"1916",0
"1917",NA
"1918",0
"1919",0
"1920",1
"1921",0
"1922",0
"1923",0
"1924",0
"1925",0
"1926",0
"1927",0
"1928",0
"1929",0
"1930",0
"1931",0
"1932",0
"1933",0
"1934",0
"1935",1
"1936",0
"1937",1
"1938",0
"1939",1
"1940",0
"1941",0
"1942",0
"1943",0
"1944",0
"1945",0
"1946",1
"1947",0
"1948",0
"1949",0
"1950",1
"1951",0
"1952",0
"1953",0
"1954",1
"1955",0
"1956",0
"1957",0
"1958",1
"1959",1
"1960",0
"1961",0
"1962",0
"1963",NA
"1964",0
"1965",0
"1966",0
"1967",NA
"1968",0
"1969",0
"1970",0
"1971",0
"1972",0
"1973",1
"1974",0
"1975",NA
"1976",0
"1977",0
"1978",0
"1979",NA
"1980",NA
"1981",NA
"1982",0
"1983",NA
"1984",0
"1985",0
"1986",0
"1987",0
"1988",NA
"1989",0
"1990",0
"1991",0
"1992",NA
"1993",1
"1994",1
"1995",1
"1996",0
"1997",0
"1998",0
"1999",0
"2000",0
"2001",NA
"2002",0
"2003",0
"2004",0
"2005",0
"2006",0
"2007",0
"2008",0
"2009",0
"2010",NA
"2011",0
"2012",0
"2013",0
"2014",1
"2015",1
"2016",NA
"2017",0
"2018",0
"2019",0
"2020",0
"2021",0
"2022",0
"2023",0
"2024",0
"2025",0
"2026",0
"2027",0
"2028",1
"2029",0
"2030",0
"2031",0
"2032",0
"2033",NA
"2034",0
"2035",0
"2036",NA
"2037",0
"2038",0
"2039",0
"2040",NA
"2041",0
"2042",0
"2043",0
"2044",NA
"2045",0
"2046",NA
"2047",NA
"2048",NA
"2049",0
"2050",NA
"2051",0
"2052",NA
"2053",0
"2054",NA
"2055",0
"2056",0
"2057",0
"2058",0
"2059",0
"2060",0
"2061",0
"2062",0
"2063",NA
"2064",0
"2065",0
"2066",0
"2067",0
"2068",0
"2069",0
"2070",1
"2071",0
"2072",0
"2073",0
"2074",0
"2075",NA
"2076",1
"2077",1
"2078",NA
"2079",0
"2080",0
"2081",NA
"2082",0
"2083",NA
"2084",1
"2085",0
"2086",0
"2087",NA
"2088",1
"2089",1
"2090",0
"2091",0
"2092",0
"2093",NA
"2094",0
"2095",0
"2096",0
"2097",0
"2098",NA
"2099",0
"2100",0
"2101",0
"2102",0
"2103",1
"2104",0
"2105",NA
"2106",0
"2107",0
"2108",0
"2109",0
"2110",1
"2111",0
"2112",NA
"2113",0
"2114",0
"2115",1
"2116",0
"2117",0
"2118",0
"2119",0
"2120",1
"2121",0
"2122",0
"2123",0
"2124",0
"2125",NA
"2126",1
"2127",0
"2128",NA
"2129",0
"2130",0
"2131",0
"2132",0
"2133",0
"2134",1
"2135",0
"2136",0
"2137",0
"2138",0
"2139",0
"2140",0
"2141",0
"2142",0
"2143",1
"2144",0
"2145",0
"2146",0
"2147",NA
"2148",0
"2149",0
"2150",0
"2151",0
"2152",0
"2153",1
"2154",0
"2155",0
"2156",0
"2157",0
"2158",0
"2159",0
"2160",NA
"2161",NA
"2162",0
"2163",0
"2164",1
"2165",0
"2166",NA
"2167",0
"2168",0
"2169",0
"2170",0
"2171",0
"2172",NA
"2173",1
"2174",0
"2175",0
"2176",0
"2177",1
"2178",0
"2179",0
"2180",NA
"2181",0
"2182",0
"2183",0
"2184",0
"2185",0
"2186",0
"2187",0
"2188",0
"2189",0
"2190",0
"2191",0
"2192",0
"2193",0
"2194",0
"2195",0
"2196",0
"2197",0
"2198",0
"2199",0
"2200",0
"2201",0
"2202",0
"2203",0
"2204",0
"2205",NA
"2206",0
"2207",NA
"2208",0
"2209",0
"2210",0
"2211",0
"2212",0
"2213",0
"2214",0
"2215",1
"2216",0
"2217",0
"2218",NA
"2219",0
"2220",0
"2221",0
"2222",NA
"2223",1
"2224",0
"2225",0
"2226",NA
"2227",NA
"2228",0
"2229",1
"2230",0
"2231",0
"2232",0
"2233",0
"2234",NA
"2235",NA
"2236",0
"2237",0
"2238",0
"2239",0
"2240",0
"2241",1
"2242",0
"2243",0
"2244",NA
"2245",NA
"2246",1
"2247",0
"2248",0
"2249",1
"2250",0
"2251",0
"2252",0
"2253",0
"2254",1
"2255",0
"2256",0
"2257",NA
"2258",0
"2259",NA
"2260",0
"2261",NA
"2262",0
"2263",0
"2264",0
"2265",0
"2266",0
"2267",0
"2268",0
"2269",0
"2270",0
"2271",0
"2272",0
"2273",0
"2274",NA
"2275",0
"2276",0
"2277",NA
"2278",0
"2279",0
"2280",NA
"2281",0
"2282",0
"2283",NA
"2284",0
"2285",0
"2286",0
"2287",1
"2288",0
"2289",0
"2290",NA
"2291",0
"2292",0
"2293",1
"2294",0
"2295",0
"2296",1
"2297",NA
"2298",1
"2299",0
"2300",0
"2301",0
"2302",0
"2303",0
"2304",NA
"2305",0
"2306",0
"2307",0
"2308",0
"2309",0
"2310",1
"2311",0
"2312",0
"2313",0
"2314",0
"2315",NA
"2316",0
"2317",NA
"2318",NA
"2319",1
"2320",0
"2321",0
"2322",1
"2323",0
"2324",0
"2325",0
"2326",0
"2327",0
"2328",0
"2329",0
"2330",0
"2331",NA
"2332",NA
"2333",NA
"2334",1
"2335",0
"2336",0
"2337",NA
"2338",0
"2339",0
"2340",0
"2341",0
"2342",0
"2343",0
"2344",0
"2345",0
"2346",0
"2347",NA
"2348",0
"2349",0
"2350",NA
"2351",NA
"2352",0
"2353",NA
"2354",0
"2355",1
"2356",0
"2357",0
"2358",0
"2359",NA
"2360",0
"2361",0
"2362",0
"2363",1
"2364",0
"2365",NA
"2366",0
"2367",0
"2368",0
"2369",0
"2370",0
"2371",0
"2372",NA
"2373",0
"2374",0
"2375",NA
"2376",1
"2377",0
"2378",1
"2379",0
"2380",0
"2381",NA
"2382",NA
"2383",0
"2384",NA
"2385",NA
"2386",NA
"2387",NA
"2388",0
"2389",0
"2390",0
"2391",0
"2392",0
"2393",0
"2394",0
"2395",0
"2396",NA
"2397",0
